codigo_fake	codigo	descricao	data_inicio_fake	data_inicio	data_fim_fake	data_fim
105300	105300	Acumuladores elétricos de chumbo, do tipo utilizado para o arranque dos motores de pistão, exceto os classificados no CEST 01.053.01	1012018	01012018		
105301	105301	Acumuladores elétricos de chumbo, do tipo utilizado para o arranque dos motores de pistão e de capacidade inferior ou igual a 20 Ah e tensão inferior ou igual a 12 V	1012018	01012018		
105400	105400	Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por centelha ou por compressão (por exemplo, magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque) geradores (dínamos e alternadores, por exemplo) e conjuntores-disjuntores utilizados com estes motores	1012018	01012018		
105500	105500	Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 8539), limpadores de para-brisas, degeladores e desembaçadores (desembaciadores) elétricos e suas partes	1012018	01012018		
105600	105600	Telefones móveis do tipo dos utilizados em veículos automóveis.	1012018	01012018		
105700	105700	Alto-falantes, amplificadores elétricos de audiofrequência e partes	1012018	01012018		
105800	105800	Aparelhos elétricos de amplificação de som para veículos automotores	1012018	01012018		
105900	105900	Aparelhos de reprodução de som	1012018	01012018		
106000	106000	Aparelhos transmissores (emissores) de radiotelefonia ou radiotelegrafia (rádio receptor/transmissor)	1012018	01012018		
106100	106100	Aparelhos receptores de radiodifusão que só funcionem com fonte externa de energia combinados com um aparelho de gravação ou de reprodução de som, do tipo utilizado em veículos automóveis	1012018	01012018		
106200	106200	Outros aparelhos receptores de radiodifusão que só funcionem com fonte externa de energia, do tipo utilizado em veículos automóveis	1012018	01012018		
106201	106201	Outros aparelhos videofônicos de gravação ou de reprodução, mesmo incorporando um receptor de sinais videofônicos, dos tipos utilizados exclusivamente em veículos automotores	1012018	01012018		
106300	106300	Antenas	1012018	01012018		
106400	106400	Circuitos impressos	1012018	01012018		
106500	106500	Interruptores e seccionadores e comutadores	1012018	01012018		
106600	106600	Fusíveis e corta-circuitos de fusíveis	1012018	01012018		
106700	106700	Disjuntores	1012018	01012018		
106800	106800	Relés	1012018	01012018		
106900	106900	Partes reconhecíveis como exclusivas ou principalmente destinados aos aparelhos dos CEST 01.065.00, 01.066.00, 01.067.00 e 01.068.00	1012018	01012018		
107000	107000	Faróis e projetores, em unidades seladas	1012018	01012018		
107100	107100	Lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos	1012018	01012018		
107200	107200	Cabos coaxiais e outros condutores elétricos coaxiais	1012018	01012018		
107300	107300	Jogos de fios para velas de ignição e outros jogos de fios	1012018	01012018		
107400	107400	Carroçarias para os veículos automóveis das posições 8701 a 8705, incluídas as cabinas	1012018	01012018		
107500	107500	Partes e acessórios dos veículos automóveis das posições 8701 a 8705	1012018	01012018		
107600	107600	Parte e acessórios de motocicletas (incluídos os ciclomotores)	1012018	01012018		
107700	107700	Engates para reboques e semirreboques	1012018	01012018		
107800	107800	Medidores de nível Medidores de vazão	1012018	01012018		
107900	107900	Aparelhos para medida ou controle da pressão	1012018	01012018		
108000	108000	Contadores, indicadores de velocidade e tacômetros, suas partes e acessórios	1012018	01012018		
108100	108100	Amperímetros	1012018	01012018		
108200	108200	Aparelhos digitais, de uso em veículos automóveis, para medida e indicação de múltiplas grandezas tais como: velocidade média, consumos instantâneo e médio e autonomia (computador de bordo)	1012018	01012018		
108300	108300	Controladores eletrônicos	1012018	01012018		
108400	108400	Relógios para painéis de instrumentos e relógios semelhantes	1012018	01012018		
108500	108500	Assentos e partes de assentos	1012018	01012018		
108600	108600	Acendedores	1012018	01012018		
108700	108700	Tubos de borracha vulcanizada não endurecida, mesmo providos de seus acessórios	1012018	01012018		
108800	108800	Juntas de vedação de cortiça natural e de amianto	1012018	01012018		
108900	108900	Papel-diagrama para tacógrafo, em disco	1012018	01012018		
109000	109000	Fitas, tiras, adesivos, autocolantes, de plástico, refletores, próprias para colocação em carrocerias, para-choques de veículos de carga, motocicletas, ciclomotores, capacetes, bonés de agentes de trânsito e de condutores de veículos, atuando como dispositivos refletivos de segurança rodoviários	1012018	01012018		
109100	109100	Cilindros pneumáticos	1012018	01012018		
109200	109200	Bomba elétrica de lavador de para-brisa	1012018	01012018		
109300	109300	Bomba de assistência de direção hidráulica	1012018	01012018		
109400	109400	Motoventiladores	1012018	01012018		
109500	109500	Filtros de pólen do ar-condicionado	1012018	01012018		
109600	109600	“Máquina” de vidro elétrico de porta	1012018	01012018		
109700	109700	Motor de limpador de para-brisa	1012018	01012018		
109800	109800	Bobinas de reatância e de autoindução	1012018	01012018		
109900	109900	Baterias de chumbo e de níquel-cádmio	1012018	01012018		
110000	110000	Aparelhos de sinalização acústica (buzina)	1012018	01012018		
110100	110100	Instrumentos para regulação de grandezas não elétricas	1012018	01012018		
110200	110200	Analisadores de gases ou de fumaça (sonda lambda)	1012018	01012018		
110300	110300	Perfilados de borracha vulcanizada não endurecida	1012018	01012018		
110400	110400	Artefatos de pasta de fibra de uso automotivo	1012018	01012018		
110500	110500	Tapetes/carpetes - nailón	1012018	01012018		
110600	110600	Tapetes de matérias têxteis sintéticas	1012018	01012018		
110700	110700	Forração interior capacete	1012018	01012018		
110800	110800	Outros para-brisas	1012018	01012018		
110900	110900	Moldura com espelho	1012018	01012018		
111000	111000	Corrente de transmissão	1012018	01012018		
111100	111100	Corrente transmissão	1012018	01012018		
111200	111200	Outras correntes de transmissão	1012018	01012018		
111300	111300	Condensador tubular metálico	1012018	01012018		
111400	111400	Trocadores de calor	1012018	01012018		
111500	111500	Partes de aparelhos mecânicos de pulverizar ou dispersar	1012018	01012018		
111600	111600	Macacos manuais para veículos	1012018	01012018		
111700	111700	Caçambas, pás, ganchos e tenazes para máquinas rodoviárias	1012018	01012018		
111800	111800	Geradores de corrente alternada de potência não superior a 75 kva	1012018	01012018		
111900	111900	Aparelhos elétricos para alarme de uso automotivo	1012018	01012018		
112000	112000	Bússolas	1012018	01012018		
112100	112100	Indicadores de temperatura	1012018	01012018		
112200	112200	Partes de indicadores de temperatura	1012018	01012018		
112300	112300	Partes de aparelhos de medida ou controle	1012018	01012018		
112400	112400	Termostatos	1012018	01012018		
112500	112500	Instrumentos e aparelhos para regulação	1012018	01012018		
112600	112600	Pressostatos	1012018	01012018		
112700	112700	Peças para reboques e semirreboques, exceto os itens classificados no CEST 01.077.00	1012018	01012018		
112800	112800	Geradores de ar quente a combustível líquido, com capacidade superior ou igual a 1.500 kcal/h, mas inferior ou igual a 10.400 kcal/h, do tipo dos utilizados em veículos automóveis	1012018	01012018		
199900	199900	Outras peças, partes e acessórios para veículos automotores não relacionados nos demais itens deste anexo	1012018	01012018		
200100	200100	Aperitivos, amargos, bitter e similares	1012018	01012018		
200200	200200	Batida e similares	1012018	01012018		
200300	200300	Bebida ice	1012018	01012018		
200400	200400	Cachaça e aguardentes	1012018	01012018		
200500	200500	Catuaba e similares	1012018	01012018		
200600	200600	Conhaque, brandy e similares	1012018	01012018		
200700	200700	Cooler	1012018	01012018		
200800	200800	Gim (gin) e genebra	1012018	01012018		
200900	200900	Jurubeba e similares	1012018	01012018		
201000	201000	Licores e similares	1012018	01012018		
201100	201100	Pisco	1012018	01012018		
201200	201200	Rum	1012018	01012018		
201300	201300	Saquê	1012018	01012018		
201400	201400	Steinhaeger	1012018	01012018		
201500	201500	Tequila	1012018	01012018		
201600	201600	Uísque	1012018	01012018		
201700	201700	Vermute e similares	1012018	01012018		
201800	201800	Vodka	1012018	01012018		
201900	201900	Derivados de vodka	1012018	01012018		
202000	202000	Arak	1012018	01012018		
202100	202100	Aguardente vínica / grappa	1012018	01012018		
202200	202200	Sidra e similares	1012018	01012018		
202300	202300	Sangrias e coquetéis	1012018	01012018		
202400	202400	Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool mostos de uvas	1012018	01012018		
299900	299900	Outras bebidas alcoólicas não especificadas nos itens anteriores	1012018	01012018		
300100	300100	Água mineral, gasosa ou não, ou potável, naturais, em garrafa de vidro, retornável ou não, com capacidade de até 500 ml	1012018	01012018		
300200	300200	Água mineral, gasosa ou não, ou potável, naturais, em embalagem com capacidade igual ou superior a 5.000 ml	1012018	01012018	31032018	31032018
300200	300200	"Água mineral, gasosa ou não, ou potável, naturais, em embalagem com capacidade igual ou superior a 5.000 ml; exceto as classificadas no CEST 03.024.00 e 03.025.00"	1042018	01042018		
300300	300300	Água mineral, gasosa ou não, ou potável, naturais, em embalagem de vidro, não retornável, com capacidade de até 300 ml	1012018	01012018		
300400	300400	Água mineral, gasosa ou não, ou potável, naturais, em garrafa plástica de 1.500 ml	1012018	01012018		
300500	300500	Água mineral, gasosa ou não, ou potável, naturais, em copos plásticos e embalagem plástica com capacidade de até 500 ml	1012018	01012018		
300600	300600	Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas	1012018	01012018	31032018	31032018
300600	300600	"Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas; exceto as classificadas no CEST 03.024.00 e 03.025.00"	1042018	01042018		
300700	300700	Águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente, exceto os refrescos e refrigerantes	1012018	01012018		
300800	300800	Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente	1012018	01012018		
301000	301000	Refrigerantes em garrafa com capacidade igual ou superior a 600 ml, exceto os classificados no CEST 03.011.01	1012018	01012018		
301100	301100	Demais refrigerantes, exceto os classificados no CEST 03.010.00 e 03.011.01	1012018	01012018		
301101	301101	Espumantes sem álcool	1012018	01012018		
301200	301200	Xarope ou extrato concentrado destinados ao preparo de refrigerante em máquina “pré-mix” ou “post-mix”	1012018	01012018		
301300	301300	Bebidas energéticas em embalagem com capacidade inferior a 600ml	1012018	01012018		
301400	301400	Bebidas energéticas em embalagem com capacidade igual ou superior a 600ml	1012018	01012018		
301500	301500	Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade inferior a 600ml	1012018	01012018		
301600	301600	Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade igual ou superior a 600ml	1012018	01012018		
302100	302100	Cerveja	1012018	01012018		
302200	302200	Cerveja sem álcool	1012018	01012018		
302300	302300	Chope	1012018	01012018		
302400	302400	Água mineral em embalagens retornáveis com capacidade igual ou superior a 10 (dez) e inferior a 20 (vinte) litros	1042018	01042018		
302500	302500	Água mineral em embalagens retornáveis com capacidade igual ou superior a 20 (vinte) litros	1042018	01042018		
400100	400100	Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos	1012018	01012018		
400200	400200	Tabaco para fumar, mesmo contendo sucedâneos de tabaco em qualquer proporção	1012018	01012018		
500100	500100	Cimento	1012018	01012018		
600100	600100	Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol - Com um teor de água igual ou inferior a 1 % vol (álcool etílico anidro combustível)	1012018	01012018		
600101	600101	Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol - Outros (álcool etílico hidratado combustível)	1012018	01012018		
600200	600200	Gasolina automotiva A, exceto Premium	1012018	01012018		
600201	600201	Gasolina automotiva C, exceto Premium	1012018	01012018		
600202	600202	Gasolina automotiva A Premium	1012018	01012018		
600203	600203	Gasolina automotiva C Premium	1012018	01012018		
600300	600300	Gasolina de aviação	1012018	01012018		
600400	600400	Querosenes, exceto de aviação	1012018	01012018		
600500	600500	Querosene de aviação	1012018	01012018		
600600	600600	Óleo diesel A, exceto S10 e Marítimo	1012018	01012018		
600601	600601	Óleo diesel B, exceto S10 (mistura obrigatória)	1012018	01012018		
600602	600602	Óleo diesel B, exceto S10 (misturas autorizativas)	1012018	01012018		
600603	600603	Óleo diesel B, exceto S10 (misturas experimentais)	1012018	01012018		
600604	600604	Óleo diesel A S10	1012018	01012018		
600605	600605	Óleo diesel B S10 (mistura obrigatória)	1012018	01012018		
600606	600606	Óleo diesel B S10 (misturas autorizativas)	1012018	01012018		
600607	600607	Óleo diesel B S10 (misturas experimentais)	1012018	01012018		
600608	600608	Óleo Diesel Marítimo	1012018	01012018		
600609	600609	Outros óleos combustíveis, exceto os classificados no CEST 06.006.10 e 06.006.11	1012018	01012018		
600610	600610	Óleo combustível derivado de xisto	1012018	01012018		
600611	600611	Óleo combustível pesado	1012018	01012018		
600700	600700	Óleos lubrificantes	1012018	01012018		
600800	600800	Outros óleos de petróleo ou de min. betuminosos (exceto óleos brutos) e preparações não especificadas noutras posições, que contenham, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel, exceto os resíduos de óleos e exceto as graxas lubrificantes	1012018	01012018		
600801	600801	Graxa lubrificante	1012018	01012018		
600900	600900	Resíduos de óleos	1012018	01012018		
601000	601000	Gás de petróleo e outros hidrocarbonetos gasosos, exceto GLP, GLGN, Gás Natural e Gás de xisto.	1012018	01012018		
601100	601100	Gás liquefeito de petróleo em botijão de 13 Kg (GLP)	1012018	01012018		
601101	601101	Gás liquefeito de petróleo (GLP), exceto em botijão de 13 Kg	1012018	01012018		
601102	601102	Gás liquefeito de petróleo em botijão de 13 Kg (GLGNn)	1012018	01012018		
601103	601103	Gás liquefeito de petróleo (GLGNn), exceto em botijão de 13 Kg	1012018	01012018		
601104	601104	Gás liquefeito de petróleo em botijão de 13 Kg (GLGNi)	1012018	01012018		
601105	601105	Gás liquefeito de petróleo (GLGNi), exceto em botijão de 13 Kg	1012018	01012018		
601106	601106	Gás liquefeito de petróleo em botijão de 13 kg (Misturas)	1012018	01012018		
601107	601107	Gás liquefeito de petróleo (Misturas), exceto em botijão de 13 Kg	1012018	01012018		
601200	601200	Gás Natural Liquefeito	1012018	01012018		
601300	601300	Gás Natural Gasoso	1012018	01012018		
601400	601400	Gás de xisto	1012018	01012018		
601500	601500	Coque de petróleo e outros resíduos de óleo de petróleo ou de minerais betuminosos	1012018	01012018		
601600	601600	Biodiesel e suas misturas, que não contenham ou que contenham menos de 70%, em peso, de óleos de petróleo ou de óleos minerais betuminosos	1012018	01012018		
601700	601700	Preparações lubrificantes, exceto as contendo, como constituintes de base, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos	1012018	01012018		
601800	601800	Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, que contenham biodiesel, exceto os resíduos de óleos	1012018	01012018		
700100	700100	Energia elétrica	1012018	01012018		
800100	800100	Ferramentas de borracha vulcanizada não endurecida	1012018	01012018		
800200	800200	Ferramentas, armações e cabos de ferramentas, de madeira	1012018	01012018		
800300	800300	Mós e artefatos semelhantes, sem armação, para moer, desfibrar, triturar, amolar, polir, retificar ou cortar pedras para amolar ou para polir, manualmente, e suas partes, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmica, mesmo com partes de outras matérias	1012018	01012018		
800400	800400	Pás, alviões, picaretas, enxadas, sachos, forcados e forquilhas, ancinhos e raspadeiras machados, podões e ferramentas semelhantes com gume tesouras de podar de todos os tipos foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura	1012018	01012018		
800500	800500	Folhas de serras de fita	1012018	01012018		
800600	800600	Lâminas de serras máquinas	1012018	01012018		
800700	800700	Serras manuais e outras folhas de serras (incluídas as fresas-serras e as folhas não dentadas para serrar), exceto as classificadas nos CEST 08.005.00 e 08.006.00	1012018	01012018		
800800	800800	Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais, exceto as pinças para sobrancelhas classificadas na posição 8203.20.90	1012018	01012018		
800900	800900	Chaves de porcas, manuais (incluídas as chaves dinamométricas) chaves de caixa intercambiáveis, mesmo com cabos	1012018	01012018		
801000	801000	Ferramentas manuais (incluídos os diamantes de vidraceiro) não especificadas nem compreendidas em outras posições, lamparinas ou lâmpadas de soldar (maçaricos) e semelhantes tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas bigornas forjas-portáteis mós com armação, manuais ou de pedal	1012018	01012018		
801100	801100	Ferramentas de pelo menos duas das posições 8202 a 8205, acondicionadas em sortidos para venda a retalho	1012018	01012018		
801200	801200	Ferramentas de roscar interior ou exteriormente de mandrilar ou de brochar e de fresar	1012018	01012018		
801300	801300	Outras ferramentas intercambiáveis para ferramentas manuais, ou para máquinas-ferramentas, incluídas as fieiras de estiragem ou de extrusão, para metais, e as ferramentas de perfuração ou de sondagem, exceto forma ou gabarito de produtos em epoxy e as classificadas no CEST 08.012.00	1012018	01012018		
801400	801400	Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos	1012018	01012018		
801500	801500	Plaquetas ou pastilhas intercambiáveis	1012018	01012018		
801600	801600	Outras plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de ceramais (“cermets”), exceto as classificadas no CEST 08.015.00	1012018	01012018		
801700	801700	Facas de lâmina cortante ou serrilhada, incluídas as podadeiras de lâmina móvel, e suas lâminas, exceto as de uso doméstico	1012018	01012018		
801800	801800	Tesouras e suas lâminas	1012018	01012018		
801900	801900	Ferramentas pneumáticas, hidráulicas ou com motor (elétrico ou não elétrico) incorporado, de uso manual, exceto o descrito no CEST 08.019.01	1012018	01012018		
801901	801901	Moto-serras portáteis de corrente, com motor incorporado, não elétrico, de uso agrícola	1012018	01012018		
802000	802000	Instrumentos e aparelhos de geodesia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bussolas telêmetros	1012018	01012018		
802100	802100	Instrumentos de desenho, de traçado ou de cálculo metros, micrômetros, paquímetros, calibres e semelhantes partes e acessórios	1012018	01012018		
802200	802200	Termômetros, suas partes e acessórios	1012018	01012018		
802300	802300	Pirômetros, suas partes e acessórios	1012018	01012018		
900100	900100	Lâmpadas elétricas	1012018	01012018		
900200	900200	Lâmpadas eletrônicas	1012018	01012018		
900300	900300	Reatores para lâmpadas ou tubos de descargas	1012018	01012018		
900400	900400	Starter	1012018	01012018		
900500	900500	Lâmpadas de LED (Diodos Emissores de Luz)	1012018	01012018		
1000100	1000100	Cal	1012018	01012018		
1000200	1000200	Argamassas	1012018	01012018		
1000300	1000300	Outras argamassas	1012018	01012018		
1000400	1000400	Silicones em formas primárias, para uso na construção	1012018	01012018		
1000500	1000500	Revestimentos de PVC e outros plásticos forro, sancas e afins de PVC, para uso na construção	1012018	01012018		
1000600	1000600	Tubos, e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plásticos, para uso na construção	1012018	01012018		
1000700	1000700	Revestimento de pavimento de PVC e outros plásticos	1012018	01012018		
1000800	1000800	Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plásticos, mesmo em rolos, para uso na construção	1012018	01012018		
1000900	1000900	Veda rosca, lona plástica para uso na construção, fitas isolantes e afins	1012018	01012018		
1001000	1001000	Telha de plástico, mesmo reforçada com fibra de vidro	1012018	01012018		
1001100	1001100	Cumeeira de plástico, mesmo reforçada com fibra de vidro	1012018	01012018		
1001200	1001200	Chapas, laminados plásticos em bobina, para uso na construção, exceto os descritos no CEST 10.010.00 e 10.011.00	1012018	01012018		
1001300	1001300	Banheiras, boxes para chuveiros, pias, lavatórios, bidês, sanitários e seus assentos e tampas, caixas de descarga e artigos semelhantes para usos sanitários ou higiênicos, de plásticos	1012018	01012018		
1001400	1001400	Artefatos de higiene/toucador de plástico, para uso na construção	1012018	01012018		
1001500	1001500	Caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro	1012018	01012018		
1001600	1001600	Outras telhas, cumeeira e caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro	1012018	01012018		
1001700	1001700	Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos CEST 10.015.00 e 10.016.00	1012018	01012018		
1001800	1001800	Portas, janelas e seus caixilhos, alizares e soleiras	1012018	01012018		
1001900	1001900	Postigos, estores (incluídas as venezianas) e artefatos semelhantes e suas partes	1012018	01012018		
1002000	1002000	Outras obras de plástico, para uso na construção	1012018	01012018		
1002100	1002100	Papel de parede e revestimentos de parede semelhantes papel para vitrais	1012018	01012018		
1002200	1002200	Telhas de concreto	1012018	01012018		
1002300	1002300	Telha, cumeeira e caixa d’água, inclusive sua tampa, de fibrocimento, cimento-celulose	1012018	01012018		
1002400	1002400	Caixas d’água, tanques e reservatórios e suas tampas, telhas, calhas, cumeeiras e afins, de fibrocimento, cimento-celulose ou semelhantes, contendo ou não amianto, exceto os descritos no CEST 10.023.00	1012018	01012018		
1002500	1002500	Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (“kieselghur”, tripolita, diatomita, por exemplo) ou de terras siliciosas semelhantes	1012018	01012018		
1002600	1002600	Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para uso na construção, refratários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes	1012018	01012018		
1002700	1002700	Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica	1012018	01012018		
1002800	1002800	Telhas, elementos de chaminés, condutores de fumaça, ornamentos arquitetônicos, de cerâmica, e outros produtos cerâmicos para uso na construção	1012018	01012018		
1002900	1002900	Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica	1012018	01012018		
1003000	1003000	Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento	1012018	01012018		
1003001	1003001	Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte, exceto os descritos CEST 10.030.00	1012018	01012018		
1003100	1003100	Pias, lavatórios, colunas para lavatórios, banheiras, bidês, sanitários, caixas de descarga, mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica	1012018	01012018		
1003200	1003200	Artefatos de higiene/toucador de cerâmica	1012018	01012018		
1003300	1003300	Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho	1012018	01012018		
1003400	1003400	Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho	1012018	01012018		
1003500	1003500	Vidro flotado e vidro desbastado ou polido em uma ou em ambas as faces, em chapas ou em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho	1012018	01012018		
1003600	1003600	Vidros temperados	1012018	01012018		
1003700	1003700	Vidros laminados	1012018	01012018		
1003800	1003800	Vidros isolantes de paredes múltiplas	1012018	01012018		
