categoria_id,disponivel,produto,descricao,slug,image,aplicacao,unidade,num_decimais,tributacao_produto,codigo_ncm,   codigo_cest,codigo_nbs,fabricante,grupo,departamento   ,        preco_venda,   localizacao_deposito,saldo_negativo,embalagem_venda,embalagem_compra,quantidade_por_embalagem   ,peso_liquido,peso_bruto,largura,altura,comprimento,largura_palet,altura_palet,comprimento_palet,peso_liquido_palet,peso_bruto_palet,quantidade_produtos_palet,codigo_cor,codigo_tamanho,codigo_densidade,id
3,S,BC3108VL     ,BASCULANTE L. BRA 60X60 LISO                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,69.53,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3109VB     ,BASCULANTE L. BRA 60X80 BOR                  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,85.22,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3109VL     ,BASCULANTE L. BRA 60X80 LISO                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,85.22,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3110VB     ,BASCULANTE L. BRA 60X100 BOR                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,110.18,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3110VL     ,BASCULANTE L. BRA 60X100 LISO                ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,110.18,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3111VB     ,BASCULANTE L. BRA 80X40 BOR                  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,80.87,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3111VL     ,BASCULANTE L. BRA 80X40 LISO                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,80.87,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3112VB     ,BASCULANTE L. BRA 80X60 BOR                  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,96.39,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3112VL     ,BASCULANTE L. BRA 80X60 LISO                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,96.39,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3113VB     ,BASCULANTE L. BRA 80X80 BOR                  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,130.70,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3113VL     ,BASCULANTE L. BRA 80X80 LISO                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,130.70,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3114VB     ,BASCULANTE L. BRA 80X100 BOR                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,133.77,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3114VL     ,BASCULANTE L. BRA 80X100 LISO                ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,137.77,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3115VB     ,BASCULANTE L. BRA 100X40 BOR                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,94.67,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3115VL     ,BASCULANTE L. BRA 100X40 LISO                ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,94.67,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3116VB     ,BASCULANTE L. BRA 100X60 BOR                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,0.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3116VL     ,BASCULANTE L. BRA 100X60 LISO                ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,0.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3117VB     ,BASCULANTE L. BRA 100X80 BOR                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,144.67,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3117VL     ,BASCULANTE L. BRA 100X80 LISO                ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,144.67,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3118VB     ,BASCULANTE L. BRA 100X100 BOR                ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,163.63,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3118VL     ,BASCULANTE L. BRA 100X100 LISO               ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,163.63,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3119VB     ,BASCULANTE L. BRA 30X40 BOR                  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,0.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3119VL     ,BASCULANTE L. BRA 30X40 LISO                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,0.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3120VB     ,BASCULANTE L. BRA 40X30 BOR                  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,0.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3120VL     ,BASCULANTE L. BRA 40X30 LISO                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,0.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3121VB     ,BASCULANTE L. BRA 40X50 BOR                  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3121VL     ,BASCULANTE L. BRA 40X50 LISO                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3122VB     ,BASCULANTE L. BRA 50X40 BOR                  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3122VL     ,BASCULANTE L. BRA 50X40 LISO                 ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3131VB     ,BASCULANTE 2 SEیES L. BRA  60 X 120 BOR     ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,N      ,          ,UNI       ,X1            ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3131VL     ,BASCULANTE 2 SEیES L. BRA  60 X 120 LISO    ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3132VB     ,BASCULANTE 2 SEیES L. BRA  60 X 150 BOR     ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,N      ,          ,UNI       ,X1            ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3132VL     ,BASCULANTE 2 SEیES L. BRA  60 X 150 LISO    ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3133VB     ,BASCULANTE 2 SEیES L. BRA 60 X 200 BOR      ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3133VL     ,BASCULANTE 2 SEیES L. BRA 60 X 200 LISO     ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3134VB     ,BASCULANTE 2 SEیES L. BRA  80 X 120 BOR     ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3134VL     ,BASCULANTE 2 SEیES L. BRA  80 X 120 LISO    ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3135VB     ,BASCULANTE 2 SEیES L. BRA 80 X 150 BOR      ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3135VL     ,BASCULANTE 2 SEیES L. BRA 80 X 150 LISO     ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3136VB     ,BASCULANTE 2 SEیES L. BRA 80 X 200 BOR      ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3136VL     ,BASCULANTE 2 SEیES L. BRA 80 X 200 LISO     ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3137VB     ,BASCULANTE 2 SEیES L. BRA 100 x 120 BOR     ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3137VL     ,BASCULANTE 2 SEیES L. BRA 100 x 120 LISO    ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3138VB     ,BASCULANTE 2 SEیES L. BRA 100 X 150 BOR     ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3138VL     ,BASCULANTE 2 SEیES L. BRA 100 X 150 LISO    ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
3,S,BC3139VB     ,BASCULANTE 2 SEیES L. BRA 100 X 200 BOR     ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3201VB     ,SETEIRA L. BRA 80X30 BOR                     ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3201VL     ,SETEIRA L. BRA 80X30 LISO                    ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3202VB     ,SETEIRA L. BRA 100X30 BOR                    ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3202VL     ,SETEIRA L. BRA 100X30 LISO                   ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3203VB     ,SETEIRA L. BRA 120X30 BOR                    ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3203VL     ,SETEIRA L. BRA 120X30 LISO                   ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3204VB     ,SETEIRA L. BRA 100X40 BOR                    ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3204VL     ,SETEIRA L. BRA 100X40 LISO                   ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3205VB     ,SETEIRA L. BRA 120X40 BOR                    ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3205VL     ,SETEIRA L. BRA 120X40 LISO                   ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3206VB     ,SETEIRA VZ VD L. BRA 80X30 BOR               ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3206VL     ,SETEIRA VZ VD L. BRA 80X30 LISO              ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3207VB     ,SETEIRA VZ VD L. BRA 100X30 BOR              ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3207VL     ,SETEIRA VZ VD L. BRA 100X30 LISO             ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3208VB     ,SETEIRA VZ VD L. BRA 120X30 BOR              ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3208VL     ,SETEIRA VZ VD L. BRA 120X30 LISO             ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3209VB     ,SETEIRA VZ VD L. BRA 100X40 BOR              ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3209VL     ,SETEIRA VZ VD L. BRA 100X40 LISO             ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3210VB     ,SETEIRA VZ VD L. BRA 120X40 BOR              ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3210VL     ,SETEIRA VZ VD L. BRA 120X40 LISO             ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3211VB     ,SETEIRA C/ BANDEIRA VZ VD L. BRA 100X30 BOR  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3211VL     ,SETEIRA C/ BANDEIRA VZ VD L. BRA 100X30 LISO ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3212VB     ,SETEIRA C/ BANDEIRA VZ VD L. BRA 120X30 BOR  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3212VL     ,SETEIRA C/ BANDEIRA VZ VD L. BRA 120X30 LISO ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3213VB     ,SETEIRA C/ BANDEIRA VZ VD L. BRA 100X40 BOR  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3213VL     ,SETEIRA C/ BANDEIRA VZ VD L. BRA 100X40 LISO ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3214VB     ,SETEIRA C/ BANDEIRA VZ VD L. BRA 120X40 BOR  ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3214VL     ,SETEIRA C/ BANDEIRA VZ VD L. BRA 120X40 LISO ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3215VB     ,SETEIRA L. BRA 80X40 BOR                     ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
4,S,BC3215VL     ,SETEIRA L. BRA 80X40 LISO                    ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
2,S,BC3301FMVB   ,JANELA 2FSB 1F 1M L. BRA 80x80 BOR           ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
2,S,BC3301FMVL   ,JANELA 2FSB 1F 1M L. BRA 80x80 LISO          ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,N      ,          ,UNI       ,X1            ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
2,S,BC3301VB     ,JANELA 2FSB L. BRA 80 X 80 BOR               ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
2,S,BC3301VL     ,JANELA 2FSB L. BRA 80 X 80 LISO              ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
2,S,BC3302VB     ,JANELA 2FSB L. BRA 80 X 100 BOR              ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
2,S,BC3302VL     ,JANELA 2FSB L. BRA 80 X 100 LISO             ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
2,S,BC3303VB     ,JANELA 2FSB L. BRA 80 X 120 BOR              ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
2,S,BC3303VL     ,JANELA 2FSB L. BRA 80 X 120 LISO             ,,,geral,UNI    ,4,0,16053,2804400,0,0,0,1,10.00,1,       ,          ,          ,              ,                 ,                 ,0,0,0,               ,               ,               ,,                 ,,,,,
